Tahun,Kabupaten/Kota,"Kode Wilayah","Luas Panen (Ha)","Produksi Gabah (Ton)","Produksi Beras (Ton)","Produktivitas (Ku/Ha)","Sumber Data","Tipe Sumber",Skenario,Validated,"Validation Notes",Keterangan,"Dibuat Pada","Diupdate Pada"
2025,"Kota Probolinggo",3574,"1,506.00","8,231.00","4,749.00",55.28,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.6%, Random: -1.2%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,"Kota Surabaya",3578,499.00,"2,496.00","1,440.00",49.70,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -2.1%, Random: 2.0%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Lamongan,3524,"110,529.00","652,649.00","376,578.00",59.94,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 3.0%, Random: 2.2%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Lumajang,3508,"56,105.00","336,628.00","194,234.00",59.28,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.6%, Random: 1.4%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Madiun,3519,"46,079.00","271,353.00","156,571.00",60.06,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.1%, Random: 2.5%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Magetan,3520,"33,454.00","196,545.00","113,406.00",59.00,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.5%, Random: 3.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Malang,3507,"65,366.00","392,198.00","226,298.00",59.46,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -3.0%, Random: -0.9%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Mojokerto,3516,"38,493.00","226,905.00","130,924.00",57.82,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.2%, Random: 1.5%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Nganjuk,3518,"64,568.00","385,325.00","222,333.00",58.92,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.0%, Random: 2.1%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Ngawi,3521,"79,252.00","475,510.00","274,369.00",60.12,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.4%, Random: 1.2%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Pacitan,3501,"27,359.00","161,220.00","93,024.00",57.82,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.5%, Random: -1.8%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Pamekasan,3528,"22,820.00","124,470.00","71,819.00",54.07,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.9%, Random: 2.8%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Pasuruan,3514,"57,244.00","343,466.00","198,180.00",59.46,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -1.5%, Random: 0.2%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Ponorogo,3502,"47,981.00","284,886.00","164,379.00",59.53,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -2.0%, Random: 2.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Probolinggo,3513,"53,030.00","316,141.00","182,413.00",60.66,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.7%, Random: 2.7%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Sampang,3527,"28,292.00","156,617.00","90,368.00",54.18,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -1.9%, Random: 3.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Sidoarjo,3515,"18,429.00","102,386.00","59,077.00",55.44,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.9%, Random: -0.5%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Situbondo,3512,"35,633.00","198,526.00","114,550.00",56.06,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.8%, Random: 1.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Sumenep,3529,"46,356.00","257,536.00","148,598.00",56.50,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.4%, Random: 0.6%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Trenggalek,3503,"32,208.00","191,236.00","110,343.00",59.94,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.6%, Random: -1.9%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Tuban,3523,"74,060.00","434,482.00","250,696.00",59.30,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.8%, Random: -3.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Tulungagung,3504,"43,142.00","256,796.00","148,171.00",59.22,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.4%, Random: 1.3%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2024,Bangkalan,3526,"39,554.55","189,161.90","109,225.90",47.82,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Banyuwangi,3510,"67,240.56","395,631.38","228,445.54",58.84,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Blitar,3505,"30,789.76","171,154.02","98,827.77",55.59,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Bojonegoro,3522,"131,220.56","710,527.18","410,272.70",54.15,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Bondowoso,3511,"50,609.62","259,477.68","149,827.65",51.27,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Gresik,3525,"54,057.45","328,959.53","189,947.86",60.85,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Jember,3509,"120,069.41","623,264.88","359,885.69",51.91,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Jombang,3517,"55,369.46","342,291.32","197,645.90",61.82,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Kediri,3506,"30,496.57","174,072.20","100,512.80",57.08,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Batu",3579,503.25,"3,659.41","2,113.03",72.72,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Blitar",3572,574.04,"3,722.17","2,149.26",64.84,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Kediri",3571,"1,328.15","8,392.91","4,846.25",63.19,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Madiun",3577,"2,190.08","12,610.42","7,281.50",57.58,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Malang",3573,"1,610.91","10,496.65","6,060.97",65.16,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Mojokerto",3576,571.10,"3,449.63","1,991.89",60.40,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Pasuruan",3575,"1,574.89","8,665.29","5,003.52",55.02,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Probolinggo",3574,"1,391.07","8,494.14","4,904.69",61.06,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,"Kota Surabaya",3578,"1,321.75","7,340.42","4,238.50",55.54,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Lamongan,3524,"130,670.42","776,290.66","448,245.88",59.41,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Lumajang,3508,"47,553.88","257,120.65","148,466.65",54.07,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Madiun,3519,"73,419.94","437,458.25","252,597.18",59.58,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Magetan,3520,"43,404.62","272,246.05","157,200.36",62.72,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Malang,3507,"41,019.97","254,793.72","147,123.04",62.11,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Mojokerto,3516,"47,296.06","285,714.44","164,977.26",60.41,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Nganjuk,3518,"69,685.57","404,975.09","233,840.77",58.11,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Ngawi,3521,"123,075.68","765,703.53","442,132.64",62.21,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Pacitan,3501,"14,602.85","69,650.98","40,217.87",47.70,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Pamekasan,3528,"19,637.62","101,501.42","58,608.96",51.69,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Pasuruan,3514,"51,087.00","277,354.51","160,150.07",54.29,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Ponorogo,3502,"63,395.60","379,244.91","218,983.65",59.82,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Probolinggo,3513,"33,177.95","177,607.38","102,554.10",53.53,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Sampang,3527,"33,068.93","145,931.75","84,263.94",44.13,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Sidoarjo,3515,"32,100.11","208,986.70","120,673.11",65.10,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Situbondo,3512,"29,935.08","162,236.82","93,678.79",54.20,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Sumenep,3529,"36,761.47","189,499.69","109,420.94",51.55,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Trenggalek,3503,"18,239.46","104,859.35","60,547.89",57.49,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Tuban,3523,"84,211.69","523,067.49","302,029.69",62.11,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2024,Tulungagung,3504,"34,167.99","214,820.77","124,041.83",62.87,"KSA BPS 2024",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Bangkalan,3526,"38,011.82","186,257.96","107,549.10",49.00,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Banyuwangi,3510,"75,062.48","454,768.46","262,592.47",60.59,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Blitar,3505,"36,340.17","240,224.41","138,710.42",66.10,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Bojonegoro,3522,"132,712.02","705,962.63","407,637.03",53.20,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Bondowoso,3511,"50,364.98","247,778.74","143,072.44",49.20,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Gresik,3525,"66,202.61","417,428.58","241,031.68",63.05,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Jember,3509,"120,187.87","616,725.77","356,109.87",51.31,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Jombang,3517,"56,762.71","346,873.45","200,291.71",61.11,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Kediri,3506,"31,268.33","183,533.76","105,976.09",58.70,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Batu",3579,727.29,"4,862.81","2,807.87",66.86,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Blitar",3572,786.57,"5,636.68","3,254.74",71.66,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Kediri",3571,"1,519.69","8,271.57","4,776.18",54.43,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Madiun",3577,"2,204.48","12,169.62","7,026.97",55.20,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Malang",3573,"1,632.88","10,318.57","5,958.16",63.19,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Mojokerto",3576,620.48,"3,292.78","1,901.31",53.07,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Pasuruan",3575,"1,374.70","8,020.03","4,630.94",58.34,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Probolinggo",3574,"1,309.44","7,502.06","4,331.85",57.29,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,"Kota Surabaya",3578,"1,506.01","8,068.88","4,659.13",53.58,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Lamongan,3524,"139,704.81","798,704.85","461,188.28",57.17,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Lumajang,3508,"55,128.79","308,646.08","178,218.47",55.99,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Madiun,3519,"74,784.95","437,593.08","252,675.05",58.51,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Magetan,3520,"44,424.00","280,592.09","162,019.53",63.16,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Malang,3507,"43,918.59","279,365.91","161,311.50",63.61,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Mojokerto,3516,"53,462.15","302,890.75","174,895.22",56.66,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Nganjuk,3518,"72,039.49","418,096.11","241,417.14",58.04,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Ngawi,3521,"124,922.92","771,251.37","445,336.10",61.74,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Pacitan,3501,"17,923.40","92,992.64","53,695.84",51.88,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Pamekasan,3528,"19,884.36","108,483.14","62,640.34",54.56,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
2023,Pasuruan,3514,"48,999.14","260,061.94","150,164.99",53.07,"KSA BPS 2023",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:19","2026-08-07 17:21:19"
