Tahun,Kabupaten/Kota,"Kode Wilayah","Luas Panen (Ha)","Produksi Gabah (Ton)","Produksi Beras (Ton)","Produktivitas (Ku/Ha)","Sumber Data","Tipe Sumber",Skenario,Validated,"Validation Notes",Keterangan,"Dibuat Pada","Diupdate Pada"
2025,"Kota Probolinggo",3574,"1,506.00","8,231.00","4,749.00",55.28,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.6%, Random: -1.2%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,"Kota Surabaya",3578,499.00,"2,496.00","1,440.00",49.70,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -2.1%, Random: 2.0%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Lamongan,3524,"110,529.00","652,649.00","376,578.00",59.94,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 3.0%, Random: 2.2%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Lumajang,3508,"56,105.00","336,628.00","194,234.00",59.28,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.6%, Random: 1.4%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Madiun,3519,"46,079.00","271,353.00","156,571.00",60.06,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.1%, Random: 2.5%","2026-08-07 17:21:19","2026-08-08 13:19:26"
2025,Magetan,3520,"33,454.00","196,545.00","113,406.00",59.00,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.5%, Random: 3.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Malang,3507,"65,366.00","392,198.00","226,298.00",59.46,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -3.0%, Random: -0.9%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Mojokerto,3516,"38,493.00","226,905.00","130,924.00",57.82,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.2%, Random: 1.5%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Nganjuk,3518,"64,568.00","385,325.00","222,333.00",58.92,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.0%, Random: 2.1%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Ngawi,3521,"79,252.00","475,510.00","274,369.00",60.12,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.4%, Random: 1.2%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Pacitan,3501,"27,359.00","161,220.00","93,024.00",57.82,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.5%, Random: -1.8%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Pamekasan,3528,"22,820.00","124,470.00","71,819.00",54.07,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.9%, Random: 2.8%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Pasuruan,3514,"57,244.00","343,466.00","198,180.00",59.46,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -1.5%, Random: 0.2%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Ponorogo,3502,"47,981.00","284,886.00","164,379.00",59.53,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -2.0%, Random: 2.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Probolinggo,3513,"53,030.00","316,141.00","182,413.00",60.66,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -0.7%, Random: 2.7%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Sampang,3527,"28,292.00","156,617.00","90,368.00",54.18,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: -1.9%, Random: 3.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Sidoarjo,3515,"18,429.00","102,386.00","59,077.00",55.44,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.9%, Random: -0.5%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Situbondo,3512,"35,633.00","198,526.00","114,550.00",56.06,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 0.8%, Random: 1.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Sumenep,3529,"46,356.00","257,536.00","148,598.00",56.50,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.4%, Random: 0.6%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Trenggalek,3503,"32,208.00","191,236.00","110,343.00",59.94,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 2.6%, Random: -1.9%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Tuban,3523,"74,060.00","434,482.00","250,696.00",59.30,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.8%, Random: -3.0%","2026-08-07 17:21:20","2026-08-08 13:19:26"
2025,Tulungagung,3504,"43,142.00","256,796.00","148,171.00",59.22,"Simulasi (Berdasarkan Data BPS Jawa Timur)",simulasi,baseline,Valid,-,"Simulasi Baseline berdasarkan publikasi BPS Jawa Timur 2024. Variasi tahun: 1.4%, Random: 1.3%","2026-08-07 17:21:20","2026-08-08 13:19:26"
